WormBase.ID	Public.Gene.Name	Sequence.ID	Affy.Probe.Set.ID
WBGene00008967	F20B10.3	F20B10.3	183717_at
NA	NA	F20B4.3	180057_at
NA	NA	F20B4.4	179998_at
NA	NA	F20B4.4	179999_s_at
WBGene00017625	cgt-2	F20B4.6	180461_at
NA	NA	F20B4.7	172307_x_at
WBGene00006921	vha-12	F20B6.2	193564_s_at
WBGene00003412	mrp-6	F20B6.3	175209_at
WBGene00003412	mrp-6	F20B6.3	189342_at
WBGene00017628	F20B6.4	F20B6.4	181957_at
WBGene00017629	F20B6.5	F20B6.5	182434_s_at
WBGene00017631	F20B6.7	F20B6.7	172445_x_at
WBGene00001994	hpk-1	F20B6.8a	192235_at
WBGene00001994	hpk-1	F20B6.8a	180322_at
WBGene00004051	parg-1	F20C5.1a	175582_at
WBGene00004051	parg-1	F20C5.1a	178234_at
WBGene00002222	klp-11	F20C5.2a	172023_x_at
WBGene00002222	klp-11	F20C5.2a	173453_s_at
WBGene00002222	klp-11	F20C5.2a	175639_s_at
WBGene00002222	klp-11	F20C5.2a	189816_s_at
WBGene00008968	F20C5.3	F20C5.3a	178176_at
WBGene00008969	F20C5.4	F20C5.4	190635_at
WBGene00008970	F20C5.5	F20C5.5	178028_at
WBGene00008971	F20C5.6	F20C5.6	175265_at
WBGene00008971	F20C5.6	F20C5.6	188395_at
WBGene00008973	F20D1.1	F20D1.1	174729_s_at
WBGene00008973	F20D1.1	F20D1.1	179233_at
WBGene00008980	emre-1	F20D1.10	182471_at
WBGene00008974	tbc-1	F20D1.2	179389_s_at
WBGene00008975	F20D1.3	F20D1.3	179692_at
WBGene00008976	plp-2	F20D1.4	193625_at
WBGene00004317	rbg-1	F20D1.6	193277_at
WBGene00008977	iglr-1	F20D1.7	193275_at
WBGene00008978	cutl-3	F20D1.8	188396_at
WBGene00008979	F20D1.9	F20D1.9	191989_at
WBGene00017641	csr-1	F20D12.1a	184755_at
WBGene00017642	F20D12.2	F20D12.2	184848_at
WBGene00000242	bbs-2	F20D12.3	184942_at
WBGene00017643	czw-1	F20D12.4	173041_s_at
WBGene00017643	czw-1	F20D12.4	185228_s_at
WBGene00017644	exc-9	F20D12.5	184796_s_at
WBGene00000442	ceh-19	F20D12.6a	192315_at
WBGene00017645	F20D12.7	F20D12.7	184795_at
WBGene00017633	F20D6.1	F20D6.1	183148_at
WBGene00017639	F20D6.10	F20D6.10	184617_at
WBGene00017640	F20D6.11	F20D6.11	175271_s_at
WBGene00017640	F20D6.11	F20D6.11	189429_at
WBGene00017634	F20D6.2	F20D6.2	184130_at
WBGene00005649	srp-8	F20D6.3	192846_at
WBGene00005648	srp-7	F20D6.4a	192874_at
WBGene00017635	F20D6.5	F20D6.5	182519_at
WBGene00017636	F20D6.6	F20D6.6	192866_at
WBGene00017637	F20D6.8	F20D6.8	189488_at
WBGene00017638	F20D6.9	F20D6.9	188694_at
WBGene00008981	srz-48	F20E11.1	180556_at
WBGene00005414	srh-203	F20E11.10	180126_s_at
WBGene00005414	srh-203	F20E11.10	180125_at
WBGene00005414	srh-203	F20E11.10	185471_at
NA	NA	F20E11.11	185990_at
WBGene00005370	srh-154	F20E11.12	179185_at
WBGene00005370	srh-154	F20E11.12	185662_at
WBGene00005370	srh-154	F20E11.12	185663_s_at
NA	NA	F20E11.13	172563_x_at
WBGene00008982	srsx-2	F20E11.2	181035_at
NA	NA	F20E11.3	181061_at
WBGene00006236	str-200	F20E11.4	180991_at
WBGene00006236	str-200	F20E11.4	180992_s_at
WBGene00008983	F20E11.5	F20E11.5	181430_at
WBGene00005819	srw-72	F20E11.6	181294_at
WBGene00008984	F20E11.7	F20E11.7	180873_at
NA	NA	F20E11.8	180545_at
NA	NA	F20E11.9	181031_at
WBGene00008985	F20G2.1	F20G2.1	188987_at
WBGene00008986	F20G2.2	F20G2.2	188945_at
WBGene00008987	F20G2.3	F20G2.3a	179155_s_at
WBGene00003543	nas-24	F20G2.4	190024_at
WBGene00008988	F20G2.5	F20G2.5	179511_at
WBGene00008990	smgl-1	F20G4.1	179044_s_at
WBGene00008991	F20G4.2	F20G4.2	178795_at
WBGene00003777	nmy-2	F20G4.3	175751_s_at
WBGene00003777	nmy-2	F20G4.3	191813_s_at
WBGene00017646	F20H11.1	F20H11.1	175029_s_at
WBGene00017646	F20H11.1	F20H11.1	185469_at
WBGene00002889	let-765	F20H11.2	185941_at
WBGene00002889	let-765	F20H11.2	185408_s_at
WBGene00003162	mdh-2	F20H11.3	173856_at
WBGene00003162	mdh-2	F20H11.3	192658_s_at
WBGene00017647	F20H11.4	F20H11.4	191908_s_at
WBGene00017648	ddo-3	F20H11.5	190312_at
WBGene00008998	ncs-4	F21A10.1a	190031_at
WBGene00008999	myrf-2	F21A10.2a	174894_at
WBGene00008999	myrf-2	F21A10.2a	180693_at
WBGene00008999	myrf-2	F21A10.2a	181219_at
WBGene00009000	arrd-28	F21A10.4	180634_at
WBGene00005481	srh-276	F21A3.1	178997_at
WBGene00219316	F21A3.11	F21A3.11	189261_at
WBGene00008993	F21A3.3	F21A3.3	189679_at
WBGene00008994	F21A3.4	F21A3.4	190572_at
WBGene00008995	prde-1	F21A3.5	178946_at
WBGene00008996	glb-14	F21A3.6	188703_at
WBGene00008997	lgc-31	F21A3.7a	178969_at
WBGene00017650	F21A9.1	F21A9.1	182244_at
WBGene00017651	F21A9.2	F21A9.2	189958_at
WBGene00017652	F21C10.1	F21C10.1	185819_at
WBGene00017659	F21C10.10	F21C10.10	186521_at
NA	NA	F21C10.2	185658_at
WBGene00017653	F21C10.3	F21C10.3a	186421_at
WBGene00017654	F21C10.4	F21C10.4	185837_at
WBGene00017655	F21C10.5	F21C10.5	185707_at
WBGene00017656	F21C10.6	F21C10.6	185394_at
WBGene00017657	F21C10.7	F21C10.7	174837_s_at
WBGene00017657	F21C10.7	F21C10.7	185717_s_at
WBGene00004119	pqn-31	F21C10.8a	185398_at
WBGene00017658	F21C10.9	F21C10.9	185902_at
WBGene00006656	twk-1	F21C3.1a	193223_at
WBGene00009001	tyr-3	F21C3.2	188942_s_at
WBGene00009002	hint-1	F21C3.3	192514_at
WBGene00004324	rde-2	F21C3.4a	175536_s_at
WBGene00004324	rde-2	F21C3.4a	178221_at
WBGene00009004	pfd-6	F21C3.5	190936_s_at
WBGene00009005	F21C3.6	F21C3.6	177669_at
WBGene00003620	nhr-21	F21D12.1a	194090_s_at
WBGene00017662	F21D12.2	F21D12.2	186144_at
WBGene00017663	F21D12.3	F21D12.3	185628_at
WBGene00017664	npax-1	F21D12.5	190041_at
WBGene00009006	F21D5.1	F21D5.1	192039_s_at
WBGene00009007	otub-3	F21D5.2a	173914_s_at
WBGene00009008	F21D5.3	F21D5.3a	191406_at
WBGene00009008	F21D5.3	F21D5.3a	191407_s_at
WBGene00009009	F21D5.4	F21D5.4	189817_at
WBGene00009010	F21D5.5	F21D5.5	175161_at
WBGene00009010	F21D5.5	F21D5.5	193055_at
WBGene00009011	F21D5.6	F21D5.6	178429_at
WBGene00009012	F21D5.7	F21D5.7	173984_at
WBGene00009012	F21D5.7	F21D5.7	193360_s_at
WBGene00009013	mrps-33	F21D5.8	178664_at
WBGene00009014	F21D5.9	F21D5.9	190385_at
WBGene00009015	F21D9.1	F21D9.1	177461_at
WBGene00219452	F21D9.11	F21D9.11a	177637_at
WBGene00009016	F21D9.2	F21D9.2	177924_s_at
WBGene00009017	F21D9.3	F21D9.3	172165_x_at
WBGene00009018	F21D9.4	F21D9.4a	177873_at
NA	NA	F21D9.6	177722_at
WBGene00009021	F21D9.8	F21D9.8	177450_at
NA	NA	F21E9.1	172457_x_at
WBGene00017666	F21E9.2	F21E9.2	182896_at
WBGene00017667	ttr-37	F21E9.3	183815_at
WBGene00017668	ins-39	F21E9.4	182129_at
NA	NA	F21E9.5	182373_at
WBGene00017670	F21E9.6	F21E9.6	182168_at
WBGene00009022	F21F12.1	F21F12.1	182097_at
WBGene00017671	pgal-1	F21F3.1	184150_at
WBGene00017672	F21F3.2	F21F3.2	190631_at
WBGene00017673	icmt-1	F21F3.3	193623_at
WBGene00017674	F21F3.4	F21F3.4	183213_at
WBGene00006774	unc-38	F21F3.5	193262_at
WBGene00017675	F21F3.6	F21F3.6	173971_s_at
WBGene00017675	F21F3.6	F21F3.6	175086_at
WBGene00005190	srg-33	F21F8.1	183153_at
WBGene00006183	str-135	F21F8.10	188499_at
WBGene00017681	slc-17.5	F21F8.11	185189_at
WBGene00017677	asp-11 	F21F8.2	188435_at
WBGene00000218	asp-5	F21F8.3	174352_s_at
WBGene00000218	asp-5	F21F8.3	190096_at
WBGene00017678	asp-12	F21F8.4	188441_at
WBGene00017679	F21F8.5	F21F8.5	187273_at
WBGene00017680	F21F8.6 	F21F8.6	188467_at
WBGene00000219	asp-6	F21F8.7	173036_s_at
WBGene00000219	asp-6	F21F8.7	173989_s_at
WBGene00006184	str-136	F21F8.9	188298_at
WBGene00009023	F21G4.1	F21G4.1	192451_s_at
WBGene00003410	mrp-4	F21G4.2	175043_s_at
WBGene00003410	mrp-4	F21G4.2	193046_at
WBGene00009024	F21G4.3	F21G4.3	178936_at
WBGene00009025	phf-34	F21G4.4	178594_at
WBGene00009026	F21G4.5	F21G4.5	178750_at
WBGene00009027	F21G4.6	F21G4.6	178991_s_at
WBGene00004728	sax-2	F21H11.2a	184861_at
WBGene00006543	tbx-2	F21H11.3	174869_at
WBGene00006543	tbx-2	F21H11.3	188633_at
WBGene00017683	rbbp-5	F21H12.1	187584_at
WBGene00017684	F21H12.2	F21H12.2	172688_x_at
WBGene00017685	F21H12.3	F21H12.3	187585_at
WBGene00001402	fbf-2	F21H12.5	173696_at
WBGene00001402	fbf-2	F21H12.5	188611_s_at
WBGene00017686	tpp-2	F21H12.6	191781_s_at
WBGene00001770	gst-22	F21H7.1	190899_at
WBGene00009032	bgnt-1.3	F21H7.10	180227_at
WBGene00009028	F21H7.2	F21H7.2	173177_s_at
WBGene00009028	F21H7.2	F21H7.2	178141_s_at
WBGene00009029	F21H7.3	F21H7.3	177570_s_at
WBGene00009030	clec-233	F21H7.4	178180_at
WBGene00009031	F21H7.5	F21H7.5	178164_at
WBGene00005323	srh-104	F21H7.7	188771_at
WBGene00001545	gcy-20	F21H7.9	191714_at
WBGene00017687	ets-4	F22A3.1a	174603_at
WBGene00017687	ets-4	F22A3.1a	192249_at
WBGene00017688	ttr-35	F22A3.2	182552_at
WBGene00001619	glr-8	F22A3.3	189837_at
WBGene00017690	ceh-60	F22A3.5	191554_at
WBGene00017690	ceh-60	F22A3.5	190371_at
WBGene00017691	ilys-5	F22A3.6a	173051_s_at
WBGene00017691	ilys-5	F22A3.6a	194255_x_at
WBGene00017691	ilys-5	F22A3.6a	172400_x_at
WBGene00001938	his-64	F22B3.1	172787_x_at
WBGene00045122	F22B3.10	F22B3.10	179084_at
NA	NA	F22B3.3	190252_s_at
WBGene00009035	gfat-2	F22B3.4	173022_at
WBGene00009035	gfat-2	F22B3.4	193698_at
NA	NA	F22B3.6	172861_x_at
WBGene00009038	F22B3.7	F22B3.7	179324_at
WBGene00009039	F22B3.8	F22B3.8	190605_at
WBGene00001358	evl-20	F22B5.1	193722_at
WBGene00009045	F22B5.10	F22B5.10	181225_at
WBGene00001230	eif-3.G	F22B5.2a	190300_s_at
WBGene00009041	cut-3	F22B5.3	188451_s_at
WBGene00009042	F22B5.4	F22B5.4	177532_at
WBGene00009043	F22B5.5	F22B5.5	177607_s_at
WBGene00009044	F22B5.6	F22B5.6	177882_at
WBGene00006994	zyg-9	F22B5.7	175654_at
WBGene00006994	zyg-9	F22B5.7	191572_s_at
WBGene00001498	fars-3	F22B5.9	174181_s_at
WBGene00001498	fars-3	F22B5.9	192056_at
WBGene00017692	F22B7.1	F22B7.1	187311_at
WBGene00001078	dpy-19	F22B7.10	188624_at
WBGene00001688	gpr-1	F22B7.13	187340_s_at
WBGene00017693	flp-23	F22B7.2a	187226_at
WBGene00017694	F22B7.3	F22B7.3	187268_at
WBGene00017695	fip-1	F22B7.4	190713_at
WBGene00001028	dnj-10	F22B7.5a	175178_at
WBGene00001028	dnj-10	F22B7.5a	175860_s_at
WBGene00017696	polk-1	F22B7.6a	175202_at
WBGene00017696	polk-1	F22B7.6a	188279_at
WBGene00006662	twk-7	F22B7.7	193120_at
WBGene00006662	twk-7	F22B7.7	187266_at
WBGene00017698	F22B7.9	F22B7.9	187282_at
WBGene00005616	srj-29	F22B8.1	188799_at
WBGene00009046	F22B8.3	F22B8.3	179442_at
WBGene00009046	F22B8.3	F22B8.3	179443_s_at
WBGene00006075	str-7	F22B8.5	188835_at
WBGene00009048	cth-1	F22B8.6a	191652_at
WBGene00009049	F22B8.7	F22B8.7	179302_at
WBGene00000459	ceh-38	F22D3.1a	174794_at
WBGene00000459	ceh-38	F22D3.1a	189668_at
WBGene00017699	flcn-1	F22D3.2a	174160_at
WBGene00017699	flcn-1	F22D3.2a	175044_at
WBGene00017699	flcn-1	F22D3.2a	181759_at
WBGene00017700	F22D3.4	F22D3.4	187575_at
WBGene00017700	F22D3.4	F22D3.4	181554_at
WBGene00017702	F22D3.6	F22D3.6	183325_s_at
WBGene00002198	kin-14	F22D6.1	194070_at
WBGene00000636	col-60	F22D6.10	188463_at
WBGene00001643	gly-18	F22D6.11	193815_at
WBGene00001644	gly-19	F22D6.12	193811_at
NA	NA	F22D6.14	181921_at
WBGene00009050	F22D6.2	F22D6.2	175002_at
WBGene00009050	F22D6.2	F22D6.2	179366_at
WBGene00003815	nars-1	F22D6.3a	174004_at
WBGene00003815	nars-1	F22D6.3a	191967_s_at
WBGene00009051	nduf-6	F22D6.4	193168_at
WBGene00004186	prpf-4	F22D6.5a	190611_s_at
WBGene00009052	ekl-1	F22D6.6	172683_x_at
WBGene00009052	ekl-1	F22D6.6	178604_at
WBGene00009052	ekl-1	F22D6.6	172398_x_at
NA	NA	F22D6.7	172239_x_at
WBGene00043279	F22D6.8	F22D6.8	187613_at
WBGene00009054	F22D6.9	F22D6.9	172693_at
WBGene00009054	F22D6.9	F22D6.9	192669_at
WBGene00004006	pgp-12	F22E10.1	190144_at
WBGene00004007	pgp-13	F22E10.2	190218_at
WBGene00004008	pgp-14	F22E10.3	173817_at
WBGene00004008	pgp-14	F22E10.3	190248_s_at
NA	NA	F22E10.4	190182_at
WBGene00009057	cept-1	F22E10.5a	189836_at
WBGene00009058	F22E12.1	F22E12.1	175031_at
WBGene00009059	chw-1	F22E12.2	190019_at
WBGene00009060	F22E12.3	F22E12.3	180498_at
WBGene00001178	egl-9	F22E12.4a	187973_s_at
WBGene00017703	F22E5.1	F22E5.1	179857_s_at
WBGene00017703	F22E5.1	F22E5.1	179856_at
NA	NA	F22E5.10	186397_at
WBGene00017709	F22E5.11	F22E5.11	185392_at
WBGene00017710	F22E5.12	F22E5.12	185860_s_at
WBGene00017711	F22E5.13	F22E5.13	185491_at
WBGene00045304 	 Y27F2A.11	F22E5.15	186353_at
WBGene00005569	sri-57	F22E5.16	185012_s_at
WBGene00005569	sri-57	F22E5.16	186197_at
WBGene00017712	F22E5.17	F22E5.17	174149_at
WBGene00017712	F22E5.17	F22E5.17	175082_s_at
WBGene00017704	F22E5.2	F22E5.2	180918_at
WBGene00001546	gcy-21	F22E5.3	191235_at
WBGene00005559	sri-47	F22E5.4	180120_at
 WBGene00005565	sri-53 	F22E5.5	180029_at
WBGene00017705	F22E5.6	F22E5.6	179939_at
WBGene00017706	F22E5.7	F22E5.7	180245_at
WBGene00017707	F22E5.8	F22E5.8	171747_x_at
WBGene00017707	F22E5.8	F22E5.8	180305_at
WBGene00017708	F22E5.9	F22E5.9	180028_at
WBGene00001854	hil-3	F22F1.1	188654_at
WBGene00001854	hil-3	F22F1.1	171805_x_at
WBGene00017714	F22F1.2	F22F1.2	190535_at
WBGene00017715	F22F1.3	F22F1.3	194040_at
WBGene00017716	F22F4.1	F22F4.1	182812_at
WBGene00002125	inx-3	F22F4.2	175724_s_at
WBGene00002125	inx-3	F22F4.2	192259_s_at
WBGene00002224	klp-13	F22F4.3a	192305_s_at
WBGene00017717	F22F4.4	F22F4.4a	172395_at
WBGene00017719	ldp-1	F22F7.1a	180470_at
WBGene00017720	F22F7.2	F22F7.2	181290_at
WBGene00017721	F22F7.3	F22F7.3	181237_at
WBGene00017722	F22F7.4	F22F7.4	180749_at
WBGene00000514	ckb-4	F22F7.5	189184_at
WBGene00017723	bgnt-1.2	F22F7.6a	180744_at
WBGene00017724	F22F7.7	F22F7.7	180401_at
NA	NA	F22G12.2	181952_at
WBGene00009063	F22G12.3	F22G12.3	183772_at
WBGene00009064	F22G12.4	F22G12.4a	190512_s_at
WBGene00009065	F22G12.5	F22G12.5a	182148_s_at
WBGene00044707	F22G12.7	F22G12.7	181990_at
WBGene00017725	F22H10.1	F22H10.1	189298_at
WBGene00017726	F22H10.2	F22H10.2	184400_at
WBGene00017727	F22H10.3	F22H10.3	184289_at
WBGene00017728	NA	F22H10.4	184405_at
WBGene00017729	F22H10.5 	F22H10.5	184290_at
WBGene00017730	F22H10.6	F22H10.6	184347_at
WBGene00009067	F23A7.1	F23A7.1	179405_at
WBGene00009068	F23A7.3	F23A7.3	190044_at
WBGene00009069	F23A7.4	F23A7.4	193033_at
WBGene00009070	F23A7.5	F23A7.5	179247_at
NA	NA	F23A7.6	192842_at
WBGene00009079	F23B12.1	F23B12.1	192829_at
NA	NA	F23B12.2	183338_at
WBGene00009081	F23B12.4	F23B12.4a	183603_at
WBGene00009081	F23B12.4	F23B12.4a	183388_at
WBGene00009082	dlat-1	F23B12.5	194018_s_at
WBGene00006465	fntb-1	F23B12.6	193211_at
WBGene00009084	F23B12.7	F23B12.7	193035_at
WBGene00000257	bmk-1	F23B12.8a	173162_s_at
WBGene00000257	bmk-1	F23B12.8a	192364_s_at
WBGene00001170	egl-1	F23B12.9	175845_at
WBGene00009077	F23B2.10	F23B2.10	180829_at
WBGene00003958	pcp-3	F23B2.11	191274_s_at
WBGene00003957	pcp-2	F23B2.12	191298_s_at
WBGene00009078	rpb-12	F23B2.13	172963_x_at
WBGene00009073	delm-1	F23B2.3	192473_at
WBGene00000906	daf-10	F23B2.4	190860_at
NA	NA	F23B2.5	193895_at
NA	NA	F23B2.5	193896_s_at
WBGene00001444	flp-1	F23B2.5a	171982_x_at
WBGene00001444	flp-1	F23B2.5a	193561_at
WBGene00001444	flp-1	F23B2.5a	193562_s_at
WBGene00000121	aly-2	F23B2.6	188872_at
WBGene00009075	F23B2.7	F23B2.7a	177867_at
NA	NA	F23B2.9	172937_s_at
NA	NA	F23C8.1	179706_at
NA	NA	F23C8.11	185004_at
NA	NA	F23C8.12	172502_x_at
WBGene00017732	F23C8.3	F23C8.3a	180358_at
WBGene00017733	ubxn-1	F23C8.4	180334_at
WBGene00017734	F23C8.5	F23C8.5	192684_s_at
WBGene00017735	did-2	F23C8.6	180364_s_at
WBGene00017736	F23C8.7	F23C8.7	189215_at
WBGene00017737	F23C8.8	F23C8.8	189162_s_at
WBGene00017738	F23C8.9	F23C8.9	179826_s_at
WBGene00009085	F23D12.1	F23D12.1	182963_at
WBGene00009086	F23D12.2	F23D12.2	174197_s_at
WBGene00009087	F23D12.3	F23D12.3	182128_at
WBGene00009088	F23D12.4	F23D12.4	183414_at
WBGene00009089	jmjd-3.2	F23D12.5	183318_at
 WBGene00017749	rpoa-49 	F23F1.1	181235_at
WBGene00017742	nfyc-1	F23F1.1	174270_s_at
WBGene00017743	F23F1.2	F23F1.2	181229_at
WBGene00017744	fbxc-54	F23F1.3	181336_at
WBGene00017745	F23F1.4	F23F1.4	185547_at
WBGene00017745	F23F1.4	F23F1.4	181394_at
WBGene00017746	F23F1.5	F23F1.5	181392_at
WBGene00017747	F23F1.6	F23F1.6	190070_at
WBGene00017748	F23F1.7	F23F1.7	181122_at
WBGene00004504	rpt-4	F23F1.8a	188424_s_at
WBGene00005076	srb-11	F23F12.10	188812_at
NA	NA	F23F12.11	176639_at
WBGene00017756	F23F12.12	F23F12.12	171769_x_at
WBGene00017751	F23F12.3	F23F12.3	187609_s_at
WBGene00017751	F23F12.3	F23F12.3	187643_at
WBGene00017751	F23F12.3	F23F12.3	187730_at
WBGene00017752	sdz-15	F23F12.4	187639_at
WBGene00004503	rpt-3	F23F12.6	188631_at
WBGene00017754	F23F12.8	F23F12.8	172684_x_at
WBGene00017754	F23F12.8	F23F12.8	187595_at
WBGene00017755	zip-8	F23F12.9a	171733_x_at
WBGene00017755	zip-8	F23F12.9a	187591_at
WBGene00017757	bra-2	F23H11.1	185430_at
WBGene00017758	F23H11.2	F23H11.2	176790_at
WBGene00017759	sucl-2	F23H11.3	190216_s_at
WBGene00017760	F23H11.4	F23H11.4a	185373_s_at
WBGene00000263	F23H11.5	F23H11.5	172599_x_at
WBGene00017761	F23H11.6	F23H11.6	185504_at
WBGene00017762	F23H11.7	F23H11.7	186037_s_at
WBGene00003969	pef-1	F23H11.8a	192128_s_at
WBGene00017763	crls-1	F23H11.9a	186187_at
WBGene00004898	snb-2	F23H12.1	189821_at
WBGene00004898	snb-2	F23H12.1	189822_s_at
WBGene00009092	tomm-20	F23H12.2	171936_s_at
WBGene00009092	tomm-20	F23H12.2	192632_s_at
WBGene00009093	F23H12.3	F23H12.3a	180352_at
WBGene00005018	sqt-3	F23H12.4a	174910_at
WBGene00005018	sqt-3	F23H12.4a	172820_x_at
WBGene00009094	F23H12.5	F23H12.5	191805_s_at
WBGene00001539	gcy-13	F23H12.6	193349_at
WBGene00009095	F23H12.7	F23H12.7a	180899_at
WBGene00009097	fipr-2	F23H12.9a	175262_at
WBGene00017764	F25A2.1	F25A2.1	182789_at
WBGene00017764	F25A2.1	F25A2.1	176007_at
WBGene00009098	ehbp-1	F25B3.1	189932_s_at
WBGene00009099	F25B3.2	F25B3.2	178789_at
WBGene00009100	rgef-1	F25B3.3a	192725_at
WBGene00009101	F25B3.4	F25B3.4	192721_at
WBGene00009101	F25B3.4	F25B3.4	192722_s_at
WBGene00009102	F25B3.5	F25B3.5a	179090_at
WBGene00009103	rtfo-1	F25B3.6	178486_s_at
WBGene00017765	gcst-1	F25B4.1	173262_s_at
WBGene00017765	gcst-1	F25B4.1	188683_at
WBGene00017766	peli-1	F25B4.2	175261_s_at
WBGene00017766	peli-1	F25B4.2	184085_at
WBGene00017767	F25B4.4	F25B4.4	183519_at
WBGene00017768	F25B4.5	F25B4.5	183488_s_at
WBGene00017769	hmgs-1	F25B4.6	192393_at
WBGene00017770	F25B4.7	F25B4.7	190911_at
WBGene00017771	F25B4.8	F25B4.8a	183110_at
WBGene00017772	clec-1	F25B4.9	183450_at
WBGene00017773	dct-6	F25B5.1a	187522_at
WBGene00017774	nop-1	F25B5.2	187277_s_at
WBGene00017775	F25B5.3	F25B5.3a	187770_s_at
WBGene00006727	ubq-1	F25B5.4a	174373_s_at
WBGene00006727	ubq-1	F25B5.4a	188498_s_at
WBGene00017776	F25B5.5	F25B5.5	187331_at
WBGene00017777	F25B5.6	F25B5.6a	193209_s_at
WBGene00017778	nono-1	F25B5.7a	180902_s_at
NA	NA	F25C8.1	194053_s_at
WBGene00000139	amx-3	F25C8.2a	179196_at
WBGene00006812	unc-80	F25C8.3a	179219_at
WBGene00009106	acs-12	F25C8.4	189731_at
WBGene00006460	ppm-1	F25D1.1a	174790_at
WBGene00006460	ppm-1	F25D1.1a	189826_at
WBGene00009107	F25D1.2	F25D1.2	178002_at
WBGene00009108	F25D1.3	F25D1.3	178006_at
WBGene00009109	degt-1	F25D1.4	178061_at
WBGene00009110	F25D1.5	F25D1.5	188921_at
WBGene00000843	cup-2	F25D7.1	178608_s_at
WBGene00009112	tag-353	F25D7.2	178768_s_at
WBGene00003847	blmp-1	F25D7.3a	192395_at
WBGene00003847	blmp-1	F25D7.3a	175302_at
WBGene00009113	maph-1.2	F25D7.4	172775_x_at
WBGene00009113	maph-1.2	F25D7.4	182691_s_at
WBGene00009113	maph-1.2	F25D7.4	194218_x_at
WBGene00009114	F25D7.5	F25D7.5	189139_at
WBGene00017779	gtr-1	F25E2.1	180787_at
WBGene00017780	F25E2.2	F25E2.2a	180930_s_at
WBGene00017781	F25E2.3	F25E2.3	190330_s_at
WBGene00002058	ifd-2	F25E2.4	192454_s_at
WBGene00000899	daf-3	F25E2.5a	173439_at
WBGene00000899	daf-3	F25E2.5a	188906_s_at
WBGene00017782	F25E5.1	F25E5.1	183017_s_at
WBGene00017791	try-8	F25E5.10	186048_at
WBGene00006094	str-28	F25E5.12	191450_at
WBGene00005313	srh-92	F25E5.13	191278_at
WBGene00005310	srh-89	F25E5.14	191328_at
WBGene00017783	F25E5.2	F25E5.2	183103_at
WBGene00017784	F25E5.3	F25E5.3	183204_at
WBGene00017785	F25E5.4	F25E5.4	183200_at
WBGene00017786	F25E5.5	F25E5.5	183421_at
WBGene00017787	nhr-141	F25E5.6a	183033_at
WBGene00017788	F25E5.7	F25E5.7	184114_at
WBGene00017789	F25E5.8	F25E5.8a	183125_at
WBGene00017790	F25E5.9	F25E5.9	183137_at
WBGene00009115	F25F2.1	F25F2.1a	190634_at
WBGene00000396	cdh-4	F25F2.2a	194029_s_at
WBGene00017794	mltn-13	F25F6.1	182343_at
WBGene00017794	mltn-13	F25F6.1	182472_at
WBGene00017795	F25F8.1	F25F8.1	181668_at
WBGene00001592	glc-2	F25F8.2	193732_at
WBGene00017796	F25G6.1	F25G6.1	180283_s_at
WBGene00017796	F25G6.1	F25G6.1	182398_s_at
WBGene00017797	symk-1	F25G6.2	181848_at
WBGene00000055	acr-16	F25G6.3a	193648_at
WBGene00000054	acr-15	F25G6.4	189872_at
WBGene00006435	stdh-4	F25G6.5	189526_at
WBGene00003816	asns-1	F25G6.6	190413_at
WBGene00017798	slc-17.8	F25G6.7a	189616_at
WBGene00017799	F25G6.8	F25G6.8	173677_at
WBGene00017799	F25G6.8	F25G6.8	173678_s_at
WBGene00017800	F25G6.9	F25G6.9	179708_s_at
WBGene00006578	tli-1	F25H2.1	188411_at
WBGene00004408	rla-0	F25H2.10	190133_at
WBGene00009122	tct-1	F25H2.11	189339_at
WBGene00009123	F25H2.12	F25H2.12a	180174_at
WBGene00009124	rtel-1	F25H2.13	189848_at
WBGene00009116	snx-27	F25H2.2	190838_at
WBGene00009117	F25H2.3	F25H2.3	188583_at
WBGene00009118	F25H2.4	F25H2.4	177606_at
WBGene00009119	ndk-1	F25H2.5	191740_s_at
WBGene00009120	F25H2.6	F25H2.6	173258_s_at
WBGene00009120	F25H2.6	F25H2.6	188387_at
WBGene00009121	F25H2.7	F25H2.7	189697_at
WBGene00006720	ubc-25	F25H2.8	173052_at
WBGene00006720	ubc-25	F25H2.8	177571_at
WBGene00003926	pas-5	F25H2.9	192534_at
WBGene00006407	lim-9	F25H5.1a	180879_at
WBGene00006407	lim-9	F25H5.1a	181483_at
WBGene00006407	lim-9	F25H5.1a	181484_s_at
WBGene00006407	lim-9	F25H5.1a	193324_at
WBGene00006407	lim-9	F25H5.1a	193411_s_at
WBGene00006407	lim-9	F25H5.1a	174855_at
WBGene00009125	F25H5.2	F25H5.2	178177_at
WBGene00009126	pyk-1	F25H5.3a	189418_s_at
WBGene00001167	eef-2	F25H5.4a	175073_s_at
WBGene00001167	eef-2	F25H5.4a	194024_s_at
WBGene00009127	clsp-1	F25H5.5a	177809_s_at
WBGene00009128	mrpl-54	F25H5.6	173703_s_at
WBGene00009129	F25H5.7	F25H5.7	191565_at
WBGene00009130	F25H5.8	F25H5.8	178186_at
WBGene00009131	F25H8.1	F25H8.1a	190732_s_at
WBGene00009132	F25H8.2	F25H8.2	178056_at
WBGene00001650	gon-1	F25H8.3a	191920_at
WBGene00001113	dur-1	F25H8.5a	174446_s_at
